385, -2341
386, -2353
387, -2385
388, -2357
389, -2209
390, -2143
391, -2096
392, -2020
393, -1918
394, -1783
395, -1672
396, -1538
397, -1456
398, -1370
399, -1271
400, -1189
401, -1090
402, -978
403, -893
404, -796
405, -1695
406, -1605
407, -1511
408, -1412
409, -1322
410, -1257
411, -1202
412, -1137
413, -1070
414, -1030
415, -997
416, -268
417, -108
418, 91
419, 275
420, 497
421, 780
422, 916
423, 1023
424, 1195
425, 1322
426, 1428
427, 1541
428, 1667
429, 1774
430, 1724
431, 1664
432, 1595
433, 1523
434, 1473
435, 1406
436, 1340
437, 269
438, 176
439, 93
440, -6
441, -103
442, -187
443, -264
444, -375
445, -473
446, -574
447, -689
448, 2492
449, 2454
450, 2280
451, 2116
452, 1913
453, 1800
454, 1572
455, 1369
456, 1167
457, 968
458, 771
459, 551
460, 330
461, 91
462, -76
463, -107
464, -136
465, -185
466, -207
467, -245
468, -267
469, -1249
470, -1254
471, -1245
472, -1232
473, -1201
474, -1183
475, -1147
476, -1135
477, -1094
478, -1037
479, -990
480, -1850
481, -1963
482, -2039
483, -2028
484, -2045
485, -1945
486, -1951
487, -1890
488, -1859
489, -1805
490, -1778
491, -1730
492, -1661
493, -1571
494, -1476
495, -1382
496, -1278
497, -1168
498, -1061
499, -979
500, -873
501, -1782
502, -1691
503, -1593
504, -1506
505, -1437
506, -1364
507, -1280
508, -1204
509, -1125
510, -1050
511, -980
512, -1020
513, -838
514, -670
515, -471
516, -301
517, -34
518, 137
519, 310
520, 470
521, 630
522, 764
523, 937
524, 1118
525, 1250
526, 1346
527, 1449
528, 1526
529, 1456
530, 1376
531, 1321
532, 1253
533, 190
534, 132
535, 45
536, -28
537, -108
538, -216
539, -302
540, -408
541, -522
542, -617
543, -698
544, 2602
545, 2555
546, 2420
547, 2311
548, 2147
549, 2066
550, 1943
551, 1754
552, 1574
553, 1412
554, 1218
555, 1048
556, 888
557, 658
558, 486
559, 287
560, 90
561, -76
562, -118
563, -154
564, -166
565, -1158
566, -1180
567, -1184
568, -1171
569, -1154
570, -1130
571, -1111
572, -1107
573, -1067
574, -1052
575, -1002
576, -1311
577, -1408
578, -1460
579, -1530
580, -1632
581, -1546
582, -1559
583, -1575
584, -1594
585, -1597
586, -1572
587, -1552
588, -1504
589, -1468
590, -1433
591, -1376
592, -1308
593, -1217
594, -1127
595, -1012
596, -932
597, -1824
598, -1731
599, -1639
600, -1537
601, -1434
602, -1350
603, -1283
604, -1207
605, -1122
606, -1070
607, -1003
608, -1627
609, -1516
610, -1316
611, -1106
612, -932
613, -647
614, -495
615, -325
616, -180
617, 3
618, 177
619, 375
620, 528
621, 664
622, 782
623, 936
624, 1022
625, 1120
626, 1245
627, 1354
628, 1284
629, 238
630, 184
631, 100
632, 8
633, -90
634, -178
635, -284
636, -359
637, -467
638, -562
639, -662
640, 2659
641, 2714
642, 2628
643, 2506
644, 2381
645, 2354
646, 2233
647, 2119
648, 1976
649, 1845
650, 1682
651, 1514
652, 1365
653, 1215
654, 1023
655, 872
656, 702
657, 527
658, 348
659, 170
660, -52
661, -1051
662, -1068
663, -1084
664, -1100
665, -1112
666, -1112
667, -1103
668, -1076
669, -1055
670, -1033
671, -987
672, -546
673, -725
674, -852
675, -947
676, -1016
677, -1018
678, -1060
679, -1091
680, -1130
681, -1179
682, -1182
683, -1220
684, -1247
685, -1255
686, -1217
687, -1210
688, -1170
689, -1130
690, -1063
691, -1024
692, -947
693, -1828
694, -1736
695, -1634
696, -1539
697, -1453
698, -1384
699, -1295
700, -1220
701, -1145
702, -1090
703, -1004
704, -2065
705, -1976
706, -1815
707, -1630
708, -1495
709, -1242
710, -1051
711, -883
712, -743
713, -575
714, -424
715, -284
716, -128
717, 28
718, 143
719, 299
720, 433
721, 525
722, 657
723, 755
724, 875
725, -19
726, 73
727, -15
728, -96
729, -165
730, -265
731, -336
732, -410
733, -518
734, -597
735, -707
736, 2406
737, 2473
738, 2395
739, 2355
740, 2275
741, 2314
742, 2255
743, 2144
744, 2058
745, 1963
746, 1817
747, 1701
748, 1582
749, 1448
750, 1328
751, 1212
752, 1019
753, 874
754, 756
755, 598
756, 460
757, -700
758, -825
759, -976
760, -1001
761, -1016
762, -1003
763, -991
764, -992
765, -992
766, -974
767, -948
768, 190
769, 29
770, -110
771, -196
772, -302
773, -309
774, -409
775, -500
776, -568
777, -598
778, -656
779, -724
780, -759
781, -755
782, -789
783, -843
784, -850
785, -814
786, -816
787, -806
788, -776
789, -1740
790, -1682
791, -1629
792, -1556
793, -1484
794, -1409
795, -1313
796, -1243
797, -1158
798, -1076
799, -1019
800, -2369
801, -2297
802, -2166
803, -2043
804, -1918
805, -1701
806, -1577
807, -1452
808, -1304
809, -1150
810, -1040
811, -886
812, -704
813, -549
814, -408
815, -277
816, -135
817, -22
818, 117
819, 237
820, 349
821, -522
822, -431
823, -331
824, -242
825, -130
826, -227
827, -312
828, -413
829, -514
830, -595
831, -688
832, 1831
833, 1958
834, 1989
835, 1964
836, 1977
837, 2038
838, 2028
839, 2012
840, 1972
841, 1934
842, 1884
843, 1824
844, 1724
845, 1651
846, 1546
847, 1438
848, 1328
849, 1236
850, 1117
851, 996
852, 873
853, -273
854, -424
855, -537
856, -690
857, -838
858, -986
859, -1007
860, -1003
861, -980
862, -973
863, -947
864, 855
865, 715
866, 590
867, 460
868, 334
869, 316
870, 204
871, 106
872, 28
873, -27
874, -126
875, -208
876, -258
877, -319
878, -395
879, -475
880, -504
881, -533
882, -594
883, -600
884, -625
885, -1623
886, -1606
887, -1563
888, -1510
889, -1456
890, -1380
891, -1334
892, -1234
893, -1163
894, -1097
895, -1033
896, -2672
897, -2685
898, -2591
899, -2460
900, -2310
901, -2119
902, -2008
903, -1873
904, -1754
905, -1641
906, -1490
907, -1367
908, -1264
909, -1160
910, -1045
911, -952
912, -802
913, -669
914, -549
915, -388
916, -242
917, -1096
918, -944
919, -821
920, -741
921, -662
922, -557
923, -508
924, -402
925, -488
926, -586
927, -692
928, 1436
929, 1573
930, 1598
931, 1626
932, 1620
933, 1719
934, 1754
935, 1782
936, 1768
937, 1723
938, 1700
939, 1623
940, 1585
941, 1547
942, 1484
943, 1466
944, 1413
945, 1344
946, 1273
947, 1149
948, 1078
949, -25
950, -131
951, -241
952, -388
953, -484
954, -586
955, -727
956, -833
957, -958
958, -958
959, -931
960, 1412
961, 1281
962, 1153
963, 1061
964, 946
965, 936
966, 827
967, 730
968, 603
969, 489
970, 420
971, 324
972, 247
973, 162
974, 85
975, 22
976, -61
977, -104
978, -146
979, -199
980, -201
981, -1250
982, -1236
983, -1271
984, -1259
985, -1246
986, -1217
987, -1224
988, -1197
989, -1177
990, -1155
991, -1068
992, -2719
993, -2739
994, -2700
995, -2621
996, -2525
997, -2331
998, -2257
999, -2206
1000, -2118
1001, -1996
1002, -1899
1003, -1845
1004, -1747
1005, -1615
1006, -1517
1007, -1432
1008, -1323
1009, -1182
1010, -1086
1011, -975
1012, -837
1013, -1720
1014, -1613
1015, -1536
1016, -1405
1017, -1280
1018, -1191
1019, -1122
1020, -990
1021, -880
1022, -810
1023, -717
1024, 714
1025, 848
1026, 935
1027, 986
1028, 1035
1029, 1131
1030, 1142
1031, 1182
1032, 1212
1033, 1211
1034, 1207
1035, 1204
1036, 1223
1037, 1223
1038, 1183
1039, 1161
1040, 1169
1041, 1140
1042, 1076
1043, 1044
1044, 1005
1045, -52
1046, -102
1047, -167
1048, -198
1049, -293
1050, -376
1051, -436
1052, -500
1053, -606
1054, -718
1055, -793
1056, 0
1057, 0
1058, 0
1059, 0
1060, 0
1061, 0
1062, 0
1063, 0
1064, 0
1065, 0
1066, 0
1067, 0
1068, 0
1069, 0
1070, 0
1071, 0
1072, 0
1073, 0
1074, 0
1075, 0
1076, 0
1077, 0
1078, 0
1079, 0
1080, 0
1081, 0
1082, 0
1083, 0
1084, 0
1085, 0
1086, 0
1087, 0
1088, 0
1089, -2561
1090, -2623
1091, -2599
1092, -2566
1093, -2512
1094, -2354
1095, -2303
1096, -2265
1097, -2209
1098, -2147
1099, -2061
1100, -1977
1101, -1889
